Reviews
"Sounds system should give the feel for surround with Dolby Atmos and Vision..but somehow the setup is not fitting with my living room.I feel, I might have to buy a sound system and plug it additionally to get the ambience"
The best QLED TV budget buyers can go blindly. Sound quality is fantastic. Plays 4K HDR10 videos without any stutter.
The picture and sound quality are excellent. FULL PAISA VASUL. Highly recommended
"Thank you for your response. Superb Display and performance awesome, overall Love it. Thanks to Flipkart,😊."
Good quality
Very good tv best in class
"Tv get shut off for a second or so many a time ,secondly while starting some times wired images appear instead of Motorola  logo"
Connectivity issues ...Voice breaking while playing the video when connected to latest wireless headset also.....same headset sounds smooth with other televisions.....need to fix those issues...Rest other features are ok with Motorola qled tv so far
Good tv in budget
Super viewing experience
Best product
Very good picture quality and audio
It is overall good purchase with the exchange of old tvBut it has a color difference while with the angular viewing position
Good decision picture quality superb sound quality awesome connectivity simply no any doubt value for moneyBut after 2 days deeply inspect one hard scrathch on the screen
Good Quality SatisfiedBuyed in only 43k qled value fpr money
"This is not qled.. Sound ok, connectivity problem.. Only 8 gb ram.. Picture clarity just led  quality.. Games connectivity is worst experience.."
Good experience with motorola tv... Good picture clarity and sound.
"Just imagine a TV with no physical buttons, stop connecting to its remote? How frustrating it is? It has been 2-3 months and the remote randomly stops working after every couple of minutes .. this smart thing proves garbage to me.. I missed my old analogue TV which had far better connectivity to it's remote :("
"Picture quality is awesome ,,,super quality,,,but service should be improve more,,,and ok Google asking every time to pair ,,so some connectivity problem is there ,,, after update ,,I hope it will resolve"
Excellent product. Must buy.
"Super purchase... Brilliant Display, Decent sound, Nice service.. Overall 👌👌👌"
If you want better picture quality then this is not right for you. I don’t know whether I only observed this is there someone also observed but not given review. The panel of this tv is VA panel which is hidden by LG as well as Flipkart. If you see at 90 degrees then only this tv looks ok. If you deviate little bit 10 degrees away from tv you will lot of white shade entire tv looks so whitish and it is not even comparable by normal Full HD tv’s. Such a worst product. Please don’t waste your m...
"Good tv, go for it."
Excellent TV
Got this tv for 31.5k during the sale. One of the best 4K tv in this price range.
I just loved it. Amazing sound and picture quality.
Very happy with this  T.V Thanks LG
Picture quality awesome
Good
Good picture quality & good work
Value for money 💰
Good QLED Tv with in budget.
Nice TV for my family
Good
Great TV and good delivery and installation team
Suoer product by LG
Good one no remarks everything ok
Product is brilliant in terms of Picture and sound. great purchase.Completely satisfied.
Nyc
"facing connectivity problem, happens automatically off"
Very Nice Video Quality. Good Sound. Good User interface. But there is Problem in sound with Bluetooth earphones. There is disruption in sound.
"Colour production is good , motion interpolation is perfect . It is va panel for 43 inch tv viewing angle is good, not ips as  in description , sound quality is good, Contrast ratio is actually ok  and at times black looks like grey ."
I bought this tv for my brother and this is 2021 model and tv is very good at this price point.
"Top notch picture quality, and sound is really loud with good and heavy bass."
There is difference in opinion about its panel type. Whether it is VA or IPS? LG has not yet revealed about panel type. Viewing angle is not like 178 deg. Magic remote has not been provided thats why we cannot use Alexa and Google voice assistant. You have to purchase magic remote. We can give voice commands through  LG thinq app downloaded in your smart phone but voice recognition is very poor. Compatible magic remote for TV model is not available in India. Be carefull while purchasing remot...
Awesome Dolby vision experience with in the budget.
"Bought in Big Billion Sale and got the tv within 7 days. Good delivery by flipkart on those busy days. Coming to LG TV, we were using LG 32 inch tv for last 5 yrs and this was an upgrade. TV is quite nice. WebOS is functional. Easy to use. This does not have a magic remote but I don't think we need that as it have LG thinq app which does it better than remote. Video quality is great as expected. Sound quality is more than what we expected. It's ability to pair with Bluetooth speakers and t..."
Blindly go for it.
Picture quality and sound output is vry nice.. tq Flipkart
"Using it for over 7 days. It has amazing picture quality, sound is good thanks to AI mode, low boot up time, connectivity with Bluetooth and WiFi works great, supports all famous OTT apps and best part is it’s support to IPhone. Just go for it! Thanks to flipkart for delivery in one day and installation done on same day."
Superb
Quick delivery and installation picture clarity is good value for money worth product thank you Flipkart
Very nice tv good
Its a mind blowing purchase. This is my fourth LG tv two are crts and it is now working in my brothers houses and the third was 32 inch smart fhd brought in 2013 and now sill in working confition. i reccoment LG tvs for durability and picture clarity. And also sound .The web OS is very userfriendly and in this 2021 model Filmmaker mode is awesome experiance. All ott platform are available and totally nice productPros Awesome picture clarityGood sound outputWeb OS is very good workingiPh...
Best TV in this price range. I've also purchased 1 Samsung Crystal Pro. Both are great TVs in this price range. Buy the one you're getting for lesser price
Real vallue for money considering the various features and hi end software support like eArc etc within the given price point. What's missing is the magic remote which I believe should have been provided.  No mention by LG about panel type ( IPS or VA ) but over all I'm satisfied with my purchase.
Excellent picture quality. Both flip kart & LG are providing timely amazing servicesOnly issue is remote. To enjoy the alexa function & for smart usage we need to buy a separate remote...
"Magic remote should have been given in the Box Instead of basic remote,  LG should have installed android Instead  of web os , aslo connectivity with my Sony home theatre is not good through ARC, sometimes I need to restart both the home theatre and tv for detection,55 inch has IPS panel and it's best, 43 and 50 inch have VA panel (confirmed from LG service center) got 55inch at unbelievable price 44 k during big billion daysAfter one month of usage I can say display is best ,my opinion is..."
Amazing tv
"Display quality is not good as expected. No magic remote, so without Magic remote no use of Alexa. Side viewing angle is not too good. Sound quality is very good."
"Don't think twice. Go for it. It's the best tv in this price range. After one month of usage, I am happy with my decision."
"Pros:- 1. Best value for money if u cannot offer Sony u can blindly go for this.2. Almost equal to natural colurs where as in Samsung it is warm colur.3. Good contrast ratio less then Samsung but still not too worst. 4. Sound is superb for a medium size room.Cons:-1. The panel used is not IPS, compromised viewing angle.2. Without magic remote TV is dumb or kindly install LG application where u can use same magic remote.Overall installation and delivery experience was good"
I like Lg Tv thank you flipkart
Good
Good deal on flipkart.
Worth the money
"Very good TV & quick installation,very good service"
Posting Review after 3 months of Use.(not used for gaming)PROS-1. Great picture and sound quality.2. Not that heavy so it's easy to mount on wall.3. Installation process done promptly.CONS- WebOS is not as good as android TV. It is slow too.
Ok TV
LG is always a Good product.So won again...Wishing them for continuing the same...Good Luck...
"Very nice product in low prices with good looking and good quality i am very happy and picture quality is perfect, but other aap will be not installed"
Excellent product reasonable price I am planning to buy another one
Love it
Good
Nice product...
Good enough to buy... Installation and delivery process is buttery smoothSame day installed....
"I'm writing this review after 2days of usage. All good but except two things,1. Installation not done properly. 2. Picture quality excellent from front, but if we see slightly from side picture looks completely washed out and whitish. Not expected from a brand like LG"
Good product. Value for money. Must buy.
Good
Good product
Nice 👍 Product
Lg ips display always good
"Picture, sound, connectivity all are excellent... I book on 12th OCTOBER and delivered at 31st October 2021"
Got it for 35500.....Good Tv in this price range..!
Terrific purchase
Best picture qualitySound are moderate
Everything is just amazingJust go for it without a second thought.
Very good tv .. better than samsung
Picture quality from front is good but when you see tv from Side the picture quality is very poor
"No IPS panel  43 inch, VA panel  tv pictures quality best"
It is VA panel not IPS. I have checked it as per LG blog. Everyone will tell you it’s IPS. Go for Samsung if you need VA panel.
Sound is not satisfaction
Best
Very nice tv. Viewing angles are very good.
"Good,"
Good products
Good
"Excellent picture quality , value for money product and faster delivery and installation by flipkart."
Great
I’m very happy with all the features and quality if this TV. Sound and screen is amazing. Consumes very less electricity. Support apple home and apple tv.
Nice product over al in looking. Functioning. Picture quality. At this price it's good deal
Good tv but dvd port are not there
Very powerful tv
Super product
Next level UHD TV
Excellent product.. Loved it
Best of market super
Superb
Nice LG
Delivery was on timeTV was installed on time but installed on fixed wall mount and we can not move the tv to access various ports which are on the back. We have to unmount the tv every time to access the port which is risky. LG should provide installation on flexible wall mount for TV's which have ports on the back.Software response is slow. It takes about 6-10 seconds even to open settings after pressing the button on remote.Smart TV without a voice command  remote again disappoints. Su...
The product itself is awesome but LG should give more USB ports.
Overall it is a good TV witn IPS panel. Picture quality is good. Sound is good. A very good buy in this price.Life's Good
nice TV
Very very Happy with lg 55UP75 modelAfter researching of many TV's and reviews finally i chose Lg UP75 and after delivery of the item i am really happy with this product and i felt it's perfect choice in 55inches segment and i am sure it will never disappoint you andI give rating for this tvFirst of all To the Package and delivery i give ⭐⭐⭐⭐⭐Picture quality and web OS ⭐⭐⭐⭐⭐Installation done same day ⭐⭐⭐⭐⭐Lg Service ⭐⭐⭐⭐⭐Display ⭐⭐⭐⭐⭐Panel - IPS Panel gives Amazing Viewing Angles ⭐⭐⭐...
Overall it seems to be good. Value for money
Writing this review after few months of use ... It's really good
Eyes r straining getting head ache.. Not to my expectation
Happy customer by use of one month
LG make us CREZY..... Picture Sound Connectivity everything perfect
Picture quality is excellentColors ar natural and not so vibrant. Color temperature is really controlled well.Settings of audio and video has several modes of your choice. I really soke the cinema mode audio. It creates very lod and clear sounds for movies and music.Speakers are so loud that you might not need home theatre.I tried it with Wifi connecting to Airtel Xtreme fiber. It runs buttery smooth.Also I tried it with HD channels on Airtel DTH. The quality of picture and audio is ex...
Its very good... Picture quality is awsome... Value for money
Amazing
Awesome tv which gives better picture quality and sound. Working very smoothly without lagging. Thanks to lg tv
This tv has VA panel and not IPS panel. So if you are ok with VA panel then only go for it.
Good
OK cool
Internal memory 2.5GB Only(App store)Picture clarity is Better....Magic remote is not there.....
"This TV does not come with Google voice assistant remote,you need to get that seperately......"
Awesome product and installation service.
Poor quality… Don’t buy.. save your money.. Bulky tv size..
Motherboard gone on second day of purchase.. Hate this product and flipkart.
Awesome picture quality.good job LG
Awesome
Awesome
Good
"Super TV #Lg , thanks lg,  thank u flipkart Don't go for negative reviews I also initially very much freightened regarding TV buying Really  no issues came,  on time delivery same day installation .Regarding tv it is very good blidfoldedly u can buy don't go for any other brands just go for LG.No compromise on quality"
"Excellent product .good picture and sound, including wall mount bracket."
No magic remote Very disappointed Am not sure why LG is not able to provide I was not aware of this otherwise I would have gone for SAMSUNGSAMSUNG REMOTE LOOKS AWESOME
Branded TV with excellent features
Mind blowing TV.I have purchased just in 33000 in diwali offer 2021.Picture and Sound Quality are best..smart view option in smsung m31 with LG this TV is my first choice. thanks flipkart.
Picture quality is ok
Good
Excellent picture and sound quality
"I am reviewing after a month of use.Initially I was hesitant to buy Motorola TV. However after a good research I have finalised my purchase.Picture quality is awesome.Sound quality is great.Delivery and installation service is awesome too.Since I am based out of Bangalore there was no delay in delivery.Connectivity is also seamless. It connects with Bluetooth without any issues. WiFI connectivity is good too.Only con (although I am nit picking), in built memory is less. After you start..."
Good product.
Very very good tv awesome picture quality and sound❤❤
Goof
"Tv so far so good, dolby vision is good, hd videos are a bit normal and occasionally you will find pixel breakage, sound is a bit good, for 50k, it's a good purchase but got to wait and see for its reliability, Initial experience is satisfactory when you look for cost effective alternative for sony samsung and lg"
"Overall Good package, Picture quality is excellent but sound quality is also good but not as expected"
Very good product.
Best in the segment. Lg is underrated in tv segment
Viewing angles are bad. Colors start fading at even 45 degree angles. Android freezes sometimes.
Overall performance is good
Installation and delivery are very good. Picture quality also very good. Sound and reception are good.
Very good  product with efficient price.  Picture and sound quality is perfect.
Just awesome go for it
Simply oswm some bugs company fix please... Another wise excellent tvv.
Best TV... 😍
Excellent pic n sound quality 👍👍
Good deal in this range
Nice
Picture quality and sound output are awesome. The included game pad is an added bonus.Few cons that I found and are manageable for me are -1) Takes some time to boot up and load home screen2) Occasionally lags while navigating and playing games3) Audio delay when connected to sound bar via optical (Works fine when TV output is muted)
Connectivity problem
Nice Product looking for Q Led must bye
Only There's is One Issue Magic'Remote is not Included Otherwise It's really Good Product gives Wonderful Filling
Awesome
Over all everything nice
"Sounds system should give the feel for surround with Dolby Atmos and Vision..but somehow the setup is not fitting with my living room.I feel, I might have to buy a sound system and plug it additionally to get the ambience"
Excellent picture quality and sound quality.
The best QLED TV budget buyers can go blindly. Sound quality is fantastic. Plays 4K HDR10 videos without any stutter.
Nice tv but cost is tooo high
The picture and sound quality are excellent. FULL PAISA VASUL. Highly recommended
I love lg product from my first tv that too on 2010. From that period I am still it's fan. Keep customer happy
Disappointed at picture quality
Worth of money.. valuable purchase ☺️👌
Excellent tv
Excellent product for this price.
Overall good product.
Nyc
"If you talk about the TV display quality it surpasses other in it's range i got it for 34k, the audio quite too low as what I personally felt, though I knew about it before I bought it with the expectation I bought it fulfilled it by outstanding measure. The installation service also prompt and comfortable. If you get below 38k go for it, it's the best in the range."
Excellent product
A good tv
Picture quality is awesome but sound quality is not so good.
Nice Smart TV must purchase. It's my first smart TV and I checked each & everything working fine as of now. Screencast working smoothly. You can make your smartphone your magic remote for this Smart TV. Overall I liked it and thanks to LG for keeping the trust.
43 inch TV  this is very good quality TV
Good
Good
Audio and Video quality is very good.
Value for money
Good picture quality 😊
Good
Good
"Bluetooth audio is not working, Display not as expected"
Value for money
"It is nice TV,  picture and sound quality is superb.  Packing was very nice. Just go for it."
Good picture quality 😊
Simply Awesome 👌
Good
Good
Good
"Bluetooth audio is not working, Display not as expected"
Nice
"It is nice TV,  picture and sound quality is superb.  Packing was very nice. Just go for it."
I've been using this TV for past two weeks now. Excellent QLED; The display is amazing and produces all colors with utmost clarity. This VA panel does not wash out the colors while viewing from sides. It has good viewing angle. TV when powered on in the morning takes 60 seconds to boot which is normal to any android TV. Once the TV is up everything works quick; Buttery smooth interface but the spotlight remote disconnects often. It reconnects without any hurdles but we often get notificatio...
Simply Awesome 👌
Picture quality is average.
Very good product after using for a week. It’s value for money
Good quality good tv
Picture quality is poor
Color system super Sound quality super but Remote system is slow light ga
Good
It just a week back I bought this TV and it looks very promising. I had very good experience with Samsung now wanted to check out LG. Finger crossed.
Happy with the overall performance of the tv and features are good
Overall good TV
100% ok LG IS THE BEST.    NO 1 .... LG
So far no issues running good.
Awesome picture quality and sound
Good product..worth for money.
Pros- good picture quality - MEMS does the job well- great sound qualityCons - Software experience is a bit laggy
Value of money video quality is good no issue support rj45 & wifi 5G I like it
Awesome picture quality & massive sound quality at very good price.
Better than expected. 100% satisfied
"Felt cheated, description sats that it has magic remote with it but ut doesn't. Flipkart please provide a magic remote as well"
Best moto t v
Over all good deal
"Thank you for your response. Superb Display and performance awesome, overall Love it. Thanks to Flipkart,😊."
Good quality
Very good tv best in class
"Very good . Value for money 55k is very big tv for normal person who was viewing previous 21"" crt /lcd tv .Just felt aound clarity is not good that much."
"Picture quality is very good but I think it is not an ips panal , other than that  sound quality is very good, no any connectivity issues .Working well , I impressed with  picture quality it is superb Even if we connect  sd channel on it"
"Tv get shut off for a second or so many a time ,secondly while starting some times wired images appear instead of Motorola  logo"
"I was skeptical between 3 brands Mi 5x 50Samsung 50 AUE70Lg 50 U7500Mi being cheap lack in build quality, sound quality, risk of getting issues later onSamsung being good in picture quality but lack in sound qualityThen I switch to LG, the good thing about LG is that it is having both i.e good sound and picture quality..Don't worry about web os of you are using it for normal purpose.. i.e. every day to day apps will be there , sonyliv,prime,hotstar etc..There are two other good ..."
Connectivity issues ...Voice breaking while playing the video when connected to latest wireless headset also.....same headset sounds smooth with other televisions.....need to fix those issues...Rest other features are ok with Motorola qled tv so far
Good tv in budget
"Am not get in this pack magic remote ,their response not good and my refund amount not been received till date don't buy in online .In this product available magic remote but they given normal one"
Super viewing experience
"Got it during Big billion day sale at 36K including 2 year added Warranty so total warranty of product is now 5 years which is a secure deal considering Panel life if also not that much…At this price it is one of the best in the market considering all brand, Yes Sony is the only brand which is better than LG and LG is 2nd best in the whole Television Market but Sony TV for same specifications will cost you above 50-55K which is too high.. Thus , it provides better experience at budget f..."
"Very nice picture and sound qualitied. WebOS is not upto the mark, very clumsy, needs to simplify like Android and  need to add frequently used apps like JioTV"
Good product. Thanks flipkart
Best product
"I have looked for various brands and researched extensively before buying this tv. In short, for people looking for other options, this lg tv beats all other brands like hisense, mi, sansui, kodak, vu, blaunkpunkt, motorola, nokia, thomson etc. I have seen some of the tvs above mentioned by naked eye and no one comes close to this. Other brands boast of extensive features, but as they say they are all ""jack of all trades, but master of none"". Trust me, hdr on this tv is better than dolby visi..."
Extraordinary choice I am writing it after using for 1week excellent picture quality with different brightness settings easy connecting good sound quality with little bass specially I like picture ratio adjustment manually
"Worth for money, don’t listen to anyone best product to buy, happy with the TV & Flipkart."
Great experience. Wonderful picture quality and good sound quality. No issue with grey uniformity. Good viewing angles. Good upscaling capability of tv. Natural colors. And use expert mode for less strain to eyes!
"I purchase this tv a lot of research. Than purchase lg50 inch lg tv. Because lg product is long durable and service . This tv is very good .This is user reveiw not fake. Picture is great. Sound is loud but bass low.Start processing is very quickly . App and mobile connectivity like wi Fi ,screen mirroring and bloothoot is very fast and quick.Go for this without hagitation."
Good 👍
Excellent tv
Cast is not working. Disappointed 😞
Value for moneySuperb Picture clarity
Excellent
Nice TV for longer duration Lg tv is good compare to Chinese tv really good
Excellent Purchase from Flipkart .......Really loved it
My review is after using 4months 1-sound quality is awesome.2- it has ips display (55inch) viewing angle is great.3- connectivity is also nice.Overall I loved the product.
Over all good ✌️🤩
For watching OTT content the best tv compared to Chinese brands. Netflix even with hd(720p) is great viewing experience. I can watch 4k content on OTT via Wifi connection with out any delay on starting and no buffering at all. For the above mentioned case I have experienced delay in my old mi tv 43inch one.
wow
I got IPS panel in 50 inch everyone in reviews were saying VA panel in 50 inch. Recommended TV
Very good
